action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,applicant_race_name_1,applicant_race_name_2,applicant_race_name_3,applicant_race_name_4,applicant_race_name_5,applicant_sex,applicant_sex_name,application_date_indicator,as_of_year,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,co_applicant_race_name_1,co_applicant_race_name_2,co_applicant_race_name_3,co_applicant_race_name_4,co_applicant_race_name_5,co_applicant_sex,co_applicant_sex_name,county_code,county_name,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_name_1,denial_reason_name_2,denial_reason_name_3,edit_status,edit_status_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,msamd,msamd_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,respondent_id,sequence_number,state_code,state_abbr,state_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,rate_spread,tract_to_msamd_income
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,58.0,5,,,,,White,,,,,2,Female,0,2012,331.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,39.0,Union County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35084.0,"Newark, Union - NJ, PA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,3028209994,5070,34,NJ,New Jersey,91900.0,192,1774.0,1349.0,58.1500015258789,5718.0,,104.3000030517578
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,64.0,5,,,,,White,,,,,2,Female,0,2012,3451.08,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,13.0,Contra Costa County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,36084.0,"Oakland, Fremont, Hayward - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",26-0508430,4978,6,CA,California,93500.0,325,2515.0,2523.0,38.88000106811523,7353.0,,161.67999267578125
3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,1,Hispanic or Latino,56.0,5,,,,,White,,,,,1,Male,0,2012,417.01,1,Hispanic or Latino,5,,,,,White,,,,,2,Female,27.0,Morris County,3.0,,,Credit history,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,35084.0,"Newark, Union - NJ, PA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,3028209994,6528,34,NJ,New Jersey,91900.0,173,1333.0,1240.0,43.34000015258789,5665.0,,95.95999908447266
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2012,1080.09,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,109.0,Oklahoma County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,2,FHA-insured,36420.0,Oklahoma City - OK,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000451965,38368,40,OK,Oklahoma,61500.0,73,1296.0,872.0,50.9000015258789,2986.0,,93.77999877929688
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,90.0,5,,,,,White,,,,,1,Male,0,2012,1141.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,439.0,Tarrant County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,23104.0,"Fort Worth, Arlington - TX",1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000451965,445427,48,TX,Texas,69200.0,180,3080.0,2374.0,13.75,8097.0,,144.02999877929688
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,132.0,5,,,,,White,,,,,1,Male,0,2012,3451.11,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,13.0,Contra Costa County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,36084.0,"Oakland, Fremont, Hayward - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),26-0508430,4970,6,CA,California,93500.0,347,1373.0,1193.0,51.88999938964844,5099.0,,125.5199966430664
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,72.0,5,,,,,White,,,,,2,Female,0,2012,2909.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,111.0,Midland County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000060137,691,26,MI,Michigan,52100.0,122,2694.0,2339.0,12.029999732971193,7688.0,,167.25
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,1,Hispanic or Latino,24.0,5,,,,,White,,,,,2,Female,0,2012,116.03,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,57.0,Hillsborough County,4.0,,,Collateral,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,45300.0,"Tampa, St. Petersburg, Clearwater - FL",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,54-0259290,28733,12,FL,Florida,56400.0,66,1535.0,1204.0,55.099998474121094,4107.0,,103.62000274658205
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,150.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,0,2012,1139.09,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,439.0,Tarrant County,3.0,,,Credit history,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,23104.0,"Fort Worth, Arlington - TX",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000451965,445360,48,TX,Texas,69200.0,342,2123.0,1999.0,14.399999618530273,7189.0,,334.6600036621094
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,115.0,5,,,,,White,,,,,1,Male,2,2012,2031.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,9.0,Essex County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,37764.0,Peabody - MA,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000852218,595938,25,MA,Massachusetts,87300.0,325,2411.0,2041.0,5.010000228881836,7071.0,,155.91000366210938
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,36.0,2,,,,,Asian,,,,,1,Male,0,2012,105.03,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,143.0,Washington County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,22220.0,"Fayetteville, Springdale, Rogers - AR, MO",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,0000476810,238692,5,AR,Arkansas,58200.0,155,2496.0,1822.0,18.280000686645508,7676.0,,124.4000015258789
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,84.0,5,,,,,White,,,,,1,Male,0,2012,7007.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,99.0,Jefferson County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,41180.0,"St. Louis - MO, IL",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,0000476810,234756,29,MO,Missouri,70400.0,127,1884.0,1486.0,7.75,4736.0,,87.4000015258789
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,1,Hispanic or Latino,143.0,5,,,,,White,,,,,1,Male,0,2012,610.44,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,13.0,Maricopa County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,38060.0,"Phoenix, Mesa, Glendale - AZ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,83-0171636,551,4,AZ,Arizona,66400.0,230,1506.0,1160.0,35.189998626708984,5553.0,,122.20999908447266
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,66.0,5,,,,,White,,,,,1,Male,0,2012,3340.04,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,13.0,Contra Costa County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,36084.0,"Oakland, Fremont, Hayward - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),26-0508430,4956,6,CA,California,93500.0,216,2217.0,1806.0,46.209999084472656,7367.0,,79.72000122070312
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,66.0,5,,,,,White,,,,,1,Male,2,2012,1112.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,53.0,Hennepin County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,33460.0,"Minneapolis, St. Paul, Bloomington - MN, WI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000451965,2374322,27,MN,Minnesota,83900.0,138,1343.0,1115.0,10.859999656677246,2900.0,,148.16000366210938
1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,61.0,5,,,,,White,,,,,1,Male,0,2012,108.21,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,3.0,Allen County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,23060.0,Fort Wayne - IN,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",0000013303,14609,18,IN,Indiana,63800.0,95,1381.0,1101.0,22.63999938964844,4581.0,,79.55000305175781
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2012,101.04,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,49.0,Utah County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,4,FSA/RHS-guaranteed,39340.0,"Provo, Orem - UT",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000852218,1178729,49,UT,Utah,67100.0,196,1397.0,1229.0,14.15999984741211,6999.0,,104.86000061035156
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,62.0,5,,,,,White,,,,,1,Male,0,2012,4505.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,1.0,Alameda County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,36084.0,"Oakland, Fremont, Hayward - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),26-0508430,4940,6,CA,California,93500.0,397,1413.0,1353.0,39.7400016784668,4185.0,,155.11000061035156
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,54.0,5,,,,,White,,,,,1,Male,0,2012,8103.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,113.0,Lincoln County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,41180.0,"St. Louis - MO, IL",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000480228,460322,29,MO,Missouri,70400.0,83,3222.0,2286.0,9.850000381469727,9138.0,,89.25
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,43.0,5,,,,,White,,,,,1,Male,0,2012,1706.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,77.0,Coweta County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,12060.0,"Atlanta, Sandy Springs, Marietta - GA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),76-0503625,30563,13,GA,Georgia,69300.0,165,2661.0,2270.0,22.86000061035156,7783.0,,124.75
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,100.0,5,,,,,White,,,,,2,Female,0,2012,2907.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,111.0,Midland County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000060137,315,26,MI,Michigan,52100.0,100,944.0,537.0,16.569999694824222,3614.0,,104.13999938964844
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,164.0,5,,,,,White,,,,,1,Male,0,2012,3230.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,13.0,Contra Costa County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,36084.0,"Oakland, Fremont, Hayward - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),26-0508430,4929,6,CA,California,93500.0,401,1735.0,1368.0,25.13999938964844,4352.0,,120.18000030517578
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2012,105.05,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,49.0,Utah County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,39340.0,"Provo, Orem - UT",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000852320,111158,49,UT,Utah,67100.0,112,1104.0,953.0,15.43000030517578,3972.0,,98.80999755859376
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,330.0,3,,,,,Black or African American,,,,,2,Female,0,2012,17.55,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,453.0,Travis County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,12420.0,"Austin, Round Rock, San Marcos - TX",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",56-2237729,4185,48,TX,Texas,75900.0,382,1979.0,1841.0,36.9900016784668,5769.0,,211.9199981689453
1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,58.0,2,,,,,Asian,,,,,1,Male,0,2012,7562.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,89.0,Licking County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,18140.0,Columbus - OH,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000032296,31181,39,OH,Ohio,67500.0,98,2843.0,2517.0,29.65999984741211,8021.0,,143.27000427246094
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,39.0,5,,,,,White,,,,,1,Male,0,2012,4007.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,1.0,Alameda County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,36084.0,"Oakland, Fremont, Hayward - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",26-0508430,4908,6,CA,California,93500.0,100,1768.0,607.0,70.54000091552734,4206.0,,56.22999954223633
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,159.0,5,,,,,White,,,,,2,Female,0,2012,441.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,27.0,Morris County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35084.0,"Newark, Union - NJ, PA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),3028209994,6512,34,NJ,New Jersey,91900.0,328,1964.0,1815.0,16.540000915527347,5606.0,,148.05999755859375
1,Loan originated,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,151.0,5,,,,,White,,,,,1,Male,0,2012,9709.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,85.0,Oneida County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000058243,1778,55,WI,Wisconsin,59900.0,298,2512.0,980.0,5.289999961853027,2363.0,,108.81999969482422
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,174.0,5,,,,,White,,,,,1,Male,0,2012,6.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,7.0,Chittenden County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,15540.0,"Burlington, South Burlington - VT",2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",7811300008,5366,50,VT,Vermont,76700.0,291,1182.0,542.0,10.520000457763672,5169.0,,71.91000366210938
3,Application denied by financial institution,5,NCUA,National Credit Union Administration,3,"Information not provided by applicant in mail, Internet, or telephone application",130.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2012,614.0,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,91.0,Lenawee County,1.0,,,Debt-to-income ratio,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,2,Not owner-occupied as a principal dwelling,1,Preapproval was requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000060509,104,26,MI,Michigan,52100.0,70,1345.0,941.0,19.799999237060547,3546.0,,117.22000122070312
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,1,Hispanic or Latino,75.0,5,,,,,White,,,,,1,Male,0,2012,424.12,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,65.0,Riverside County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,40140.0,"Riverside, San Bernardino, Ontario - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,47-0873092,9811,6,CA,California,63300.0,200,1614.0,1349.0,53.88999938964844,5129.0,,169.24000549316406
1,Loan originated,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",96.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,0,2012,320.02,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,59.0,Orange County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,42044.0,"Santa Ana, Anaheim, Irvine - CA",1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",26-0360466,2420,6,CA,California,85300.0,531,2035.0,1830.0,26.459999084472656,6210.0,,118.61000061035156
6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,79.0,5,,,,,White,,,,,2,Female,2,2012,9303.0,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,147.0,Prince Edward County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),26-2049351,9832,51,VA,Virginia,52600.0,190,2933.0,1602.0,38.849998474121094,7053.0,,102.16000366210938
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,281.0,5,,,,,White,,,,,2,Female,0,2012,4081.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,1.0,Alameda County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,36084.0,"Oakland, Fremont, Hayward - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",26-0508430,4842,6,CA,California,93500.0,796,2334.0,1964.0,63.88000106811523,5991.0,,122.83000183105469
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,60.0,5,,,,,White,,,,,2,Female,0,2012,420.08,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,65.0,Riverside County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,40140.0,"Riverside, San Bernardino, Ontario - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,47-0873092,9599,6,CA,California,63300.0,200,2178.0,1911.0,46.02999877929688,7082.0,,145.0500030517578
4,Application withdrawn by applicant,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,96.0,5,,,,,White,,,,,1,Male,0,2012,9502.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,129.0,Washburn County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000058243,1769,55,WI,Wisconsin,59900.0,190,1925.0,851.0,3.900000095367432,1767.0,,89.87000274658203
6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,89.0,5,,,,,White,,,,,1,Male,2,2012,710.0,1,Hispanic or Latino,5,,,,,White,,,,,2,Female,15.0,Augusta County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),26-2049351,8214,51,VA,Virginia,52600.0,274,2330.0,1727.0,5.489999771118164,5939.0,,122.44000244140624
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,103.0,5,,,,,White,,,,,1,Male,0,2012,3522.01,2,Not Hispanic or Latino,2,,,,,Asian,,,,,2,Female,13.0,Contra Costa County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,36084.0,"Oakland, Fremont, Hayward - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),26-0508430,4840,6,CA,California,93500.0,201,1637.0,1734.0,29.11000061035156,5750.0,,167.42999267578125
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,82.0,7,,,,,Not applicable,,,,,4,Not applicable,2,2012,101.02,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,35.0,Catawba County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,25860.0,"Hickory, Lenoir, Morganton - NC",2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0003284070,78345,37,NC,North Carolina,53300.0,79,1600.0,1304.0,10.279999732971193,4057.0,,139.55000305175778
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,143.0,5,,,,,White,,,,,1,Male,0,2012,14.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,469.0,Victoria County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,47020.0,Victoria - TX,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000451965,898798,48,TX,Texas,56700.0,220,3176.0,2724.0,30.38999938964844,7982.0,,118.56999969482422
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,20.0,5,,,,,White,,,,,1,Male,0,2012,114.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,49.0,Erie County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,21500.0,Erie - PA,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000852218,824671,42,PA,Pennsylvania,58700.0,94,1495.0,1181.0,5.170000076293945,3982.0,,107.18000030517578
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,40.0,3,,,,,Black or African American,,,,,1,Male,0,2012,23.04,2,Not Hispanic or Latino,3,,,,,Black or African American,,,,,2,Female,71.0,San Bernardino County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,40140.0,"Riverside, San Bernardino, Ontario - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,43-1965151,25792,6,CA,California,63300.0,208,4684.0,3906.0,76.11000061035156,18904.0,,161.77000427246094
